CODI_10;ORDENACIO_ALFABETICA;NOM COMPLERT;ADREÇA;MUNICIPI;TELÈFON;FAX;TRACTAMENT;PRESIDENT;NOM;COGNOM1;COGNOM2;PARTIT_POLITIC;SEXE;CÀRREC;GERENT;CIF;COMARCA;CODCOMARCA;PROVINCIA;CODIPROV;CAPICOM;ANY_CENS;CENS;CODITIPUS;SUPERFICIE;ARTICLE;NOMTIPUS;CODIPOSTAL;SECRETARI;HORARI;DISSOLT;SIGLACOM;ALTURA;CODIPARE;TIPUSPARE;NOMPARE;HD;NOM_CAPITAL;E_MAIL;WEB;PARTIT_JUDICIAL;PARTIT_ELECTORAL;GENTILICI;LOCALITAT_CP;DELEGACIO_GOVERN;MUNICAT;AMBIT;SITUA_GEO_MUNICIPI;SITUA_GEO_COMARCA;PLANOL_CARRERS;SALUTACIO;DATA_ACTUALITZACIO
804970005;Casserres;Ajuntament de Casserres;Escodines, 14;Casserres;93-8234000;93-8234336;Il·lm. Sr.;Josep Colillas Sabartés;Josep;Colillas;Sabartés;ERC-AM;Senyor;Alcalde President;;P0804800A;Berguedà;8101410007;Barcelona;8000840003;N;2019;1608;2;29,38;    ;Municipis;8693;;Dilluns a divendres de 8 a 14.30h. Dissabte de  9h a 13h.;N;BD;611;;;;H;Casserres;casserres@diba.cat;http://www.casserres.cat;Berga;Berga;casserrencs;Casserres;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0804970005;Comarques Centrals;https://www.google.com/maps/place/Casserres, + Barcelona?hl=ca;https://goo.gl/maps/DuxAAJ2T8VpkBjoS7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080497;Benvolgut alcalde;30/7/2020 9:27:32
805750006;Castell de l'Areny;Ajuntament de Castell de l'Areny;Carretera de Vilada, s/n;Castell de l'Areny;93-8238025;93-8238230;Il·lm. Sr.;Pere Raja Carmona;Pere;Raja;Carmona;JxCAT;Senyor;Alcalde President;;P0805600D;Berguedà;8101410007;Barcelona;8000840003;N;2019;68;2;24,81;    ;Municipis;8619;;;N;BD;954;;;;H;Castell de l'Areny;castell@diba.cat;http://www.castelldelareny.cat;Berga;Berga;;Castell de l'Areny;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0805750006;Comarques Centrals;https://www.google.com/maps/place/Castell+de+l'Areny, + Barcelona?hl=ca;https://goo.gl/maps/DuxAAJ2T8VpkBjoS7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080575;Benvolgut alcalde;30/7/2020 9:27:32
2590460009;Castell de Mur;Ajuntament de Castell de Mur;Carrer del Carme, 46;Castell de Mur;973-651795;973-652594;Il·lm. Sr.;Josep M. Mullol Miret;Josep M.;Mullol;Miret;JxCAT;Senyor;Alcalde President;;P2518100I;Pallars Jussà;8102520002;Lleida;8002550006;N;2019;183;2;63;    ;Municipis;25632;;tots els dies de 9h-14h;N;PJ;532;;;;H;Guàrdia de Noguera;ajuntament@castellmur.cat;http://www.castellmur.cat;Tremp;Tremp;;Guàrdia de Noguera (Castell de Mur);Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2590460009;Alt Pirineu i Aran;https://www.google.com/maps/place/Castell+de+Mur, + Lleida?hl=ca;https://goo.gl/maps/pvNs4CQqe1RhwB478;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=259046;Benvolgut alcalde;30/7/2020 9:27:32
2506420002;Castellar de la Ribera;Ajuntament de Castellar de la Ribera;Ctra. Solsona a Bassella, km 10,5;Castellar de la Ribera;973-481640;973-481666;Il·lma. Sra.;M. Claustre Sunyer Cantons;M. Claustre;Sunyer;Cantons;JxCAT;Senyora;Alcaldessa Presidenta;;P2507600A;Solsonès;8103500000;Lleida;8002550006;N;2019;134;2;60,27;    ;Municipis;25289;;;N;SL;657;;;;D;Castellar de la Ribera;ajuntament@castellarribera.ddl.net;http://castellarribera.ddl.net;Solsona;La Seu d'Urgell;;Castellar de la Ribera;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2506420002;Comarques Centrals;https://www.google.com/maps/place/Castellar+de+la+Ribera, + Lleida?hl=ca;https://goo.gl/maps/azeibY8pNFP2iqTV7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250642;Benvolguda alcaldessa;30/7/2020 9:27:32
805220002;Castellar de n'Hug;Ajuntament de Castellar de n'Hug;Pl. Ajuntament, s/n;Castellar de n'Hug;938257097;938257066;Il·lm. Sr.;Salvador Juncà Armengou;Salvador;Juncà;Armengou;JxCAT;Senyor;Alcalde President;;P0805100E;Berguedà;8101410007;Barcelona;8000840003;N;2019;159;2;46,83;    ;Municipis;8696;;;N;BD;1395;;;;H;Castellar de n'Hug;castellarh@diba.cat;http://ajcastellardenhug.cat;Berga;Berga;castellanesos;Castellar de n'Hug;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0805220002;Comarques Centrals;https://www.google.com/maps/place/Castellar+de+n'Hug, + Barcelona?hl=ca;https://goo.gl/maps/DuxAAJ2T8VpkBjoS7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080522;Benvolgut alcalde;30/7/2020 9:27:32
805000000;Castellar del Riu;Ajuntament de Castellar del Riu;Rectoria;Castellar del Riu;93-8212775;93-8220050;Il·lm. Sr.;Adrià Solé Giralt;Adrià;Solé;Giralt;JxCAT;Senyor;Alcalde President;;P0804900I;Berguedà;8101410007;Barcelona;8000840003;N;2019;169;2;32,89;    ;Municipis;8619;;dijous de 17h-19h / div. de 9h-13h i de 17h-18h;N;BD;920;;;;H;Llinars;castellarr@diba.cat;http://www.castellardelriu.cat;Berga;Berga;castellanencs;Llinars (Castellar del Riu);Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0805000000;Comarques Centrals;https://www.google.com/maps/place/Castellar+del+Riu, + Barcelona?hl=ca;https://goo.gl/maps/DuxAAJ2T8VpkBjoS7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080500;Benvolgut alcalde;30/7/2020 9:27:32
805170005;Castellar del Vallès;Ajuntament de Castellar del Vallès;Pg. Tolrà, 1;Castellar del Vallès;93-7144040;93-7144093;Il·lm. Sr.;Ignasi Gimenez Renom;Ignasi;Gimenez;Renom;SDC-PSC-CP;Senyor;Alcalde President;;P0805000G;Vallès Occidental;8104020002;Barcelona;8000840003;N;2019;24187;2;45,17;    ;Municipis;8211;;tots els dies de 8h-21,30h i dissabte de 9h-14h;N;VC;331;;;;H;Castellar del Vallès;ajuntament@castellarvalles.cat;http://www.castellarvalles.cat;Sabadell;Sabadell;castellarencs;Castellar del Vallès;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0805170005;Metropolità;https://www.google.com/maps/place/Castellar+del+Vallès, + Barcelona?hl=ca;https://goo.gl/maps/xKnc3wHuDHVfHQsN8;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080517;Benvolgut alcalde;30/7/2020 9:27:32
805380001;Castellbell i el Vilar;Ajuntament de Castellbell i el Vilar;Joaquim Borràs, 40;Castellbell i el Vilar;93-8340350;93-8282122;Il·lma. Sra.;Montserrat Badia Moreno;Montserrat;Badia;Moreno;PSC-CP;Senyora;Alcaldessa Presidenta;;P0805200C;Bages;8100750006;Barcelona;8000840003;N;2019;3647;2;45,17;    ;Municipis;8296;;D'octubre a maig: dilluns a dijous  de 9:00/14:00 i 15:30/18:30- divendres de 9 a 14h. De juany a agost: dilluns a divendres de 09:00/14:00;N;BG;178;;;;D;El Borràs;castellbell@diba.cat;http://www.castellbellielvilar.cat;Manresa;Manresa;castellvilarencs;El Borràs (Castellbell i el Vilar);Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0805380001;Comarques Centrals;https://www.google.com/maps/place/Castellbell+i+el+Vilar, + Barcelona?hl=ca;https://goo.gl/maps/g8TckB8vqa2wXWjn7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080538;Benvolguda alcaldessa;30/7/2020 9:27:32
805430008;Castellbisbal;Ajuntament de Castellbisbal;Av. Pau Casals, 9;Castellbisbal;937720225;937721307;Il·lm. Sr.;Joan Playà Guirado;Joan;Playà;Guirado;AxC;Senyor;Alcalde President;;P0805300A;Vallès Occidental;8104020002;Barcelona;8000840003;N;2019;12390;2;31,04;    ;Municipis;8755;;tots els dies de 8h-15h;N;VC;132;;;;H;Castellbisbal;alcaldia@castellbisbal.cat;http://www.castellbisbal.cat;Rubí;Terrassa;castellbisbalencs;Castellbisbal;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0805430008;Metropolità;https://www.google.com/maps/place/Castellbisbal, + Barcelona?hl=ca;https://goo.gl/maps/xKnc3wHuDHVfHQsN8;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080543;Benvolgut alcalde;30/7/2020 9:27:32
805560009;Castellcir;Ajuntament de Castellcir;Plaça de l'Era, 5;Castellcir;93-8668151;93-8666428;Il·lm. Sr.;Eduard Guiteras Paré;Eduard;Guiteras;Paré;ARA-C (ERC;Senyor;Alcalde President;;P0805400I;Moianès;8104240003;Barcelona;8000840003;N;2019;752;2;33,96;    ;Municipis;8183;;;N;MO;773;;;;H;Castellcir;castellcir@diba.cat;http://www.castellcir.cat;Vic;Vic;castellcirencs;Castellcir;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0805560009;Comarques Centrals;https://www.google.com/maps/place/Castellcir, + Barcelona?hl=ca;https://goo.gl/maps/AzT49f92dZ6BqUMG7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080556;Benvolgut alcalde;30/7/2020 9:27:32
2506740003;Castelldans;Ajuntament de Castelldans;Passeig Moragues, 21;Castelldans;973-120002;973-120542;Il·lm. Sr.;Conrad Llovera Sala;Conrad;Llovera;Sala;JxCAT;Senyor;Alcalde President;;P2507900E;Garrigues;8101890004;Lleida;8002550006;N;2019;960;2;64,69;    ;Municipis;25154;;tots els dies de 9h-13,30h i de 17h-20h;N;GG;353;;;;H;Castelldans;ajuntament@castelldans.cat;http://www.castelldans.cat;Lleida;Lleida;castelldanencs;Castelldans;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2506740003;Ponent;https://www.google.com/maps/place/Castelldans, + Lleida?hl=ca;https://goo.gl/maps/92ho6SXzqDchzrqR9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250674;Benvolgut alcalde;30/7/2020 9:27:32
805690004;Castelldefels;Ajuntament de Castelldefels;Pl. Església, 1;Castelldefels;93-6651150;93-6657714;Il·lma. Sra.;Maria Asunción Miranda Cuevas;Maria Asunción;Miranda;Cuevas;PSC-CP;Senyora;Alcaldessa Presidenta;;P0805500F;Baix Llobregat;8101150006;Barcelona;8000840003;N;2019;67004;2;12,81;    ;Municipis;8860;;;N;BT;3;;;;D;Castelldefels;e-oac@castelldefels.org;http://www.castelldefels.org;Gavà;L'Hospitalet de Llobregat;castelldefelencs;Castelldefels;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0805690004;Metropolità;https://www.google.com/maps/place/Castelldefels, + Barcelona?hl=ca;https://goo.gl/maps/PseZXRwvfofHxEdT6;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080569;Benvolguda alcaldessa;30/7/2020 9:27:32
805810007;Castellet i la Gornal;Ajuntament de Castellet i la Gornal;Rosselló, 19-23;Castellet i la Gornal;977-670326;977-670277;Il·lm. Sr.;Miguel Delgado Almansa;Miguel;Delgado;Almansa;PSC-CP;Senyor;Alcalde President;;P0805700B;Alt Penedès;8100380001;Barcelona;8000840003;N;2019;2292;2;47,19;    ;Municipis;8729;;;N;AP;137;;;;H;La Gornal;castellet@diba.cat;https://www.castelletilagornal.cat;Vilanova i la Geltrú;Vilanova i la Geltrú;castelletencs;La Gornal (Castellet i la Gornal);Penedès;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0805810007;Metropolità;https://www.google.com/maps/place/Castellet+i+la+Gornal, + Barcelona?hl=ca;https://goo.gl/maps/xt12ZRury2YWWud17;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080581;Benvolgut alcalde;30/7/2020 9:27:32
1704640003;Castellfollit de la Roca;Ajuntament de Castellfollit de la Roca;Pl. St. Roc, 2;Castellfollit de la Roca;972-294003;972-294178;Il·lm. Sr.;Miquel Reverter Tres;Miquel;Reverter;Tres;ERC-AM;Senyor;Alcalde President;;P1705100D;Garrotxa;8101920002;Girona;8001760009;N;2019;961;2;0,67;    ;Municipis;17856;;;N;GX;296;;;;H;Castellfollit de la Roca;ajuntament@castellfollit.cat;http://www.castellfollitdelaroca.cat;Olot;Olot;castellfollitencs;Castellfollit de la Roca;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1704640003;Comarques Gironines;https://www.google.com/maps/place/Castellfollit+de+la+Roca, + Girona?hl=ca;https://goo.gl/maps/9Ermqh6B6SjTSLmi8;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170464;Benvolgut alcalde;30/7/2020 9:27:32
806080001;Castellfollit de Riubregós;Ajuntament de Castellfollit de Riubregós;Major, 10;Castellfollit de Riubregós;938693031;938693125;Il·lm. Sr.;Jordi Cases Camats;Jordi;Cases;Camats;JUNTS (IND;Senyor;Alcalde President;;P0805900H;Anoia;8100690004;Barcelona;8000840003;N;2019;151;2;26,27;    ;Municipis;8281;;dill. i dime. 9h-13h i 16h-20h / dij. 9h-13h;N;AI;467;;;;H;Castellfollit de Riubregós;castellfollitr@diba.cat;https://www.riubregos.cat;Igualada;Igualada;castellfollitencs;Castellfollit de Riubregós;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0806080001;Comarques Centrals;https://www.google.com/maps/place/Castellfollit+de+Riubregós, + Barcelona?hl=ca;https://goo.gl/maps/yyhg8nb7cH1JLe697;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080608;Benvolgut alcalde;30/7/2020 9:27:32
805940003;Castellfollit del Boix;Ajuntament de Castellfollit del Boix;Pl. Ajuntament, s/n;Castellfollit del Boix;93-8356033;93-8356033;Il·lm. Sr.;Celestí Rius Prat;Celestí;Rius;Prat;ICB;Senyor;Alcalde President;;P0805800J;Bages;8100750006;Barcelona;8000840003;N;2019;436;2;59,29;    ;Municipis;8255;;;N;BG;700;;;;H;Castellfollit del Boix;castellfollitb@diba.cat;http://www.castellfollitdelboix.cat;Manresa;Manresa;castellfollitencs;Castellfollit del Boix;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0805940003;Comarques Centrals;https://www.google.com/maps/place/Castellfollit+del+Boix, + Barcelona?hl=ca;https://goo.gl/maps/g8TckB8vqa2wXWjn7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080594;Benvolgut alcalde;30/7/2020 9:27:32
806150006;Castellgalí;Ajuntament de Castellgalí;Av. Montserrat, s/n;Castellgalí;93-8330021;93-8331121;Il·lm. Sr.;Cristòfol Gimeno Iglesias;Cristòfol;Gimeno;Iglesias;PSC-CP;Senyor;Alcalde President;;P0806000F;Bages;8100750006;Barcelona;8000840003;N;2019;2062;2;17,29;    ;Municipis;8297;;;N;BG;266;;;;H;Castellgalí;castellgali@diba.cat;http://www.castellgali.cat;Manresa;Manresa;castellgalinencs;Castellgalí;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0806150006;Comarques Centrals;https://www.google.com/maps/place/Castellgalí, + Barcelona?hl=ca;https://goo.gl/maps/g8TckB8vqa2wXWjn7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080615;Benvolgut alcalde;30/7/2020 9:27:32
806200000;Castellnou de Bages;Ajuntament de Castellnou de Bages;Pl. Església, s/n;Castellnou de Bages;93-8272091;93-8320509;Il·lm. Sr.;Doménec Òrrit Pujol;Doménec;Òrrit;Pujol;GM ERC;Senyor;Alcalde President;;P0806100D;Bages;8100750006;Barcelona;8000840003;N;2019;1397;2;29,74;    ;Municipis;8251;;dill. a div. 10h-13h i dilluns i dijous 17h-19h;N;BG;469;;;;H;Castellnou de Bages;castellnou@diba.cat;http://www.castellnoudebages.cat;Manresa;Manresa;castellnouencs;Castellnou de Bages;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0806200000;Comarques Centrals;https://www.google.com/maps/place/Castellnou+de+Bages, + Barcelona?hl=ca;https://goo.gl/maps/g8TckB8vqa2wXWjn7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080620;Benvolgut alcalde;30/7/2020 9:27:32
2506800000;Castellnou de Seana;Ajuntament de Castellnou de Seana;Pl. Major, 1;Castellnou de Seana;973-320705;973-320705;Il·lm. Sr.;Jordi Llanes Valls;Jordi;Llanes;Valls;JxCAT;Senyor;Alcalde President;;P2508000C;Pla d'Urgell;8102710007;Lleida;8002550006;N;2019;683;2;16,32;    ;Municipis;25265;;Tots els dies de 8 a 15,30;N;PU;269;;;;H;Castellnou de Seana;ajuntament@castellnouseana.ddl.net;http://castellnouseana.ddl.net;Cervera;Lleida;castellnouencs;Castellnou de Seana;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2506800000;Ponent;https://www.google.com/maps/place/Castellnou+de+Seana, + Lleida?hl=ca;https://goo.gl/maps/SdPF8Y4XQ6s63CMC9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250680;Benvolgut alcalde;30/7/2020 9:27:32
2506930008;Castelló de Farfanya;Ajuntament de Castelló de Farfanya;Pl. Major, 1;Castelló de Farfanya;973-428007;973-428150;Il·lm. Sr.;Omar Noumri Coca;Omar;Noumri;Coca;UCF-AM;Senyor;Alcalde President;;P2508100A;Noguera;8102340003;Lleida;8002550006;N;2019;536;2;52,72;    ;Municipis;25136;;tots els dies de 9h-16h;N;NG;358;;;;H;Castelló de Farfanya;ajuntament@castellofarfanya.ddl.net;http://castellofarfanya.ddl.net;Balaguer;Balaguer;castellonins;Castelló de Farfanya;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2506930008;Ponent;https://www.google.com/maps/place/Castelló+de+Farfanya, + Lleida?hl=ca;https://goo.gl/maps/ZA1qgdHuAsLE89qMA;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250693;Benvolgut alcalde;30/7/2020 9:27:32
1704700000;Castelló d'Empúries;Ajuntament de Castelló d'Empúries;Pl. Joc de la Pilota, 1;Castelló d'Empúries;972-250426;972-156062;Il·lm. Sr.;Salvi Güell Bohigas;Salvi;Güell;Bohigas;ERC-AM;Senyor;Alcalde President;;P1705200B;Alt Empordà;8100220002;Girona;8001760009;N;2019;10906;2;42,25;    ;Municipis;17486;;;N;AE;17;;;;H;Castelló d'Empúries;ajuntament@castello.cat;http://www.castello.cat;Figueres;Figueres;castellonins;Castelló d'Empúries;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1704700000;Comarques Gironines;https://www.google.com/maps/place/Castelló+d'Empúries, + Girona?hl=ca;https://goo.gl/maps/R7GfovThSScVTqs58;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170470;Benvolgut alcalde;30/7/2020 9:27:32
806360009;Castellolí;Ajuntament de Castellolí;Avinguda de la Unió, 60;Castellolí;93-8084000;93-8083111;Il·lm. Sr.;Joan Serra Muset;Joan;Serra;Muset;PUC-AM;Senyor;Alcalde President;;P0806200B;Anoia;8100690004;Barcelona;8000840003;N;2019;619;2;25,3;    ;Municipis;8719;;tots els dies de 8h-14h;N;AI;415;;;;H;Castellolí;castelloli@diba.cat;https://www.castelloli.cat;Igualada;Igualada;castellolinencs;Castellolí;Penedès;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0806360009;Comarques Centrals;https://www.google.com/maps/place/Castellolí, + Barcelona?hl=ca;https://goo.gl/maps/yyhg8nb7cH1JLe697;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080636;Benvolgut alcalde;30/7/2020 9:27:32
1704860009;Castell-Platja d'Aro;Ajuntament de Castell-Platja d'Aro;Mossèn C. Verdaguer, 4;Castell-Platja d'Aro;972-817284;972-825553;Il.lm. Sr.;Maurici Jimenez Ruíz;Maurici;Jimenez;Ruíz;PSC-CP;Senyor;Alcalde President;;P1705300J;Baix Empordà;8101080001;Girona;8001760009;N;2019;10860;2;21,68;    ;Municipis;17250;;dilluns a divendres de 8h-15h;N;BM;5;;;;H;Platja d'Aro;ajuntament@platjadaro.cat;http://ciutada.platjadaro.cat;Sant Feliu de Guíxols;La Bisbal d'Empordà;castellarencs i platjarencs;Platja d'Aro (Castell-Platja d'Aro);Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1704860009;Comarques Gironines;https://www.google.com/maps/place/Castell-Platja+d'Aro, + Girona?hl=ca;https://goo.gl/maps/T9umwQqBeNmwSK4S6;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170486;Benvolgut alcalde;30/7/2020 9:27:32
2507070005;Castellserà;Ajuntament de Castellserà;Av. Catalunya, 4;Castellserà;973-610005;973-610311;Il·lm. Sr.;Marcel Pujol Coll;Marcel;Pujol;Coll;JxCAT;Senyor;Alcalde President;;P2508200I;Urgell;8103850006;Lleida;8002550006;N;2019;1003;2;15,86;    ;Municipis;25334;;Tots els dies de 8 a 14;N;UR;267;;;;H;Castellserà;ajuntament@castellsera.cat;http://www.castellsera.cat;Balaguer;Balaguer;castellseranins;Castellserà;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2507070005;Ponent;https://www.google.com/maps/place/Castellserà, + Lleida?hl=ca;https://goo.gl/maps/nJsiHuw8s2LbxNV87;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250707;Benvolgut alcalde;30/7/2020 9:27:32
806410007;Castellterçol;Ajuntament de Castellterçol;Pl. Vella, 3;Castellterçol;93-8666188;93-8666268;Il·lm. Sr.;Isaac Burgos Lozano;Isaac;Burgos;Lozano;CeP;Senyor;Alcalde President;;P0806300J;Moianès;8104240003;Barcelona;8000840003;N;2019;2463;2;31,76;    ;Municipis;8183;;;N;MO;726;;;;H;Castellterçol;castelltersol@diba.cat;http://www.castelltersol.cat;Granollers;Granollers;castellterçolencs;Castellterçol;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0806410007;Comarques Centrals;https://www.google.com/maps/place/Castellterçol, + Barcelona?hl=ca;https://goo.gl/maps/AzT49f92dZ6BqUMG7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080641;Benvolgut alcalde;30/7/2020 9:27:32
4304240003;Castellvell del Camp;Ajuntament de Castellvell del Camp;Plaça de Catalunya, 1;Castellvell del Camp;977-855008;977-855173;Il·lm. Sr.;Josep Maria Sabaté;Josep Maria;Sabaté;;ERC-AM;Senyor;Alcalde President;;P4304300I;Baix Camp;8100810007;Tarragona;8004330008;N;2019;2857;2;5,15;    ;Municipis;43392;;tots els dies de 9h-13h- i de 16h-20h;N;BC;219;;;;H;Castellvell del Camp;ajuntament@castellvelldelcamp.cat;http://www.castellvelldelcamp.cat;Reus;Reus;castellvellencs;Castellvell del Camp;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4304240003;Camp de Tarragona;https://www.google.com/maps/place/Castellvell+del+Camp, + Tarragona?hl=ca;https://goo.gl/maps/RtaAHZj7mENoKVXn6;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430424;Benvolgut alcalde;30/7/2020 9:27:32
806540003;Castellví de la Marca;Ajuntament de Castellví de la Marca;Av. Catalunya, 6;Castellví de la Marca;93-8918077;93-8918126;Il·lm. Sr.;Xavier Ramos Pujol;Xavier;Ramos;Pujol;JxCAT;Senyor;Alcalde President;;P0806400H;Alt Penedès;8100380001;Barcelona;8000840003;N;2019;1535;2;28,7;    ;Municipis;8732;;dilluns a divendres de 9h-13h / dima. 17h-19,30h;N;AP;198;;;;H;La Múnia;marca@diba.cat;https://www.castellvidelamarca.cat;Vilafranca del Penedès;Vilafranca del Penedès;;La Múnia (Castellví de la Marca);Penedès;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0806540003;Metropolità;https://www.google.com/maps/place/Castellví+de+la+Marca, + Barcelona?hl=ca;https://goo.gl/maps/xt12ZRury2YWWud17;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080654;Benvolgut alcalde;30/7/2020 9:27:32
806670005;Castellví de Rosanes;Ajuntament de Castellví de Rosanes;C/ Sant Antoni, 1;Castellví de Rosanes;937751942;937740684;Il·lm. Sr.;Adrià Camino Fideu;Adrià;Camino;Fideu;ED-JUNTS;Senyor;Alcalde President;;P0806500E;Baix Llobregat;8101150006;Barcelona;8000840003;N;2019;1884;2;16,38;    ;Municipis;8769;;Tots els dies de 9 a 14;N;BT;178;;;;H;Castellví de Rosanes;rosanes@diba.cat;http://www.castellviderosanes.cat;Martorell;Sant Feliu de Llobregat;castellvinencs;Castellví de Rosanes;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0806670005;Metropolità;https://www.google.com/maps/place/Castellví+de+Rosanes, + Barcelona?hl=ca;https://goo.gl/maps/PseZXRwvfofHxEdT6;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080667;Benvolgut alcalde;30/7/2020 9:27:32
4304300000;Catllar;Ajuntament del Catllar;Pl. Vila, 1;El Catllar;977-653101;977-653108;Il·lm. Sr.;Joan Morlà Mensa;Joan;Morlà;Mensa;ERC-AM;Senyor;Alcalde President;;P4304400G;Tarragonès;8103630008;Tarragona;8004330008;N;2019;4451;2;26,48; El ;Municipis;43764;;Dilluns a dijous de 9h a 13:30h i de 16:30h a 19:30h. Divendres de 9h a 13:30h;N;TR;59;;;;H;El Catllar;info@elcatllar.cat;http://www.elcatllar.cat;Tarragona;Tarragona;catllarencs;El Catllar;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4304300000;Camp de Tarragona;https://www.google.com/maps/place/El+Catllar, + Tarragona?hl=ca;https://goo.gl/maps/LqKo1dwag4K9ueuk6;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430430;Benvolgut alcalde;30/7/2020 9:27:32
